canonical_song_id,canonical_title,canonical_artist,canonical_group_key,entry_count,alias_count,first_chart_date,last_chart_date
878,Freaky Gurl,Gucci Mane,freaky gurl|||gucci mane,26,1,2022-09-27,2023-03-21
1138,Honey Baby,Sons of Funk,honey baby|||sons of funk,26,1,2023-09-26,2024-03-19
1338,I'm Blessed,Charlie Wilson feat. T.I.,im blessed|||charlie wilson feat t i,26,1,2019-02-05,2025-03-04
1888,Niagara Falls,The Weeknd,niagara falls|||the weeknd,26,1,2025-02-04,2025-07-29
2234,Ride It,Tink feat. DeJ Loaf,ride it|||tink feat dej loaf,26,1,2019-06-11,2020-01-07
2546,Stack It Up,Ronny J feat. Lil Pump,stack it up|||ronny j feat lil pump,26,1,2019-09-17,2020-06-30
2558,Star (The Last Dragon),Alfie,star the last dragon|||alfie,26,1,2013-04-23,2019-10-01
2652,Swing Thing,Sista,swing thing|||sista,26,1,2009-03-17,2009-10-06
2743,The Chase,Trammell Starks,the chase|||trammell starks,26,1,2010-04-20,2019-12-24
2798,The Weekend,J-Swagg,the weekend|||j swagg,26,1,2012-03-20,2012-09-18
2810,Theme of Glacius,Graeme Norgate,theme of glacius|||graeme norgate,26,1,2016-04-05,2020-10-11
60,A Little Head,B. Gaddy,a little head|||b gaddy,25,1,2014-04-01,2014-09-16
227,Baddie,Sean Garrett feat. Jacquees,baddie|||sean garrett feat jacquees,25,1,2024-11-05,2025-04-22
474,Chance?,Keithian,chance|||keithian,25,1,2022-11-01,2023-04-18
497,Child of the Ghetto,South Park Mexican,child of the ghetto|||south park mexican,25,1,2010-09-21,2011-03-15
753,Enough of No Love,Keyshia Cole feat. Lil' Wayne,enough of no love|||keyshia cole feat lil wayne,25,1,2012-09-25,2013-03-12
789,F*ck This Sh*t I'm Out,The Theme Song feat. Youngblaze,f ck this sh t im out|||the theme song feat youngblaze,25,1,2016-02-23,2016-08-09
829,First Day,Men at Large,first day|||men at large,25,1,2006-11-28,2018-06-05
853,For Hidden Characters (Tekken 3),Nobuyoshi Sano,for hidden characters tekken 3|||nobuyoshi sano,25,1,2014-09-16,2015-03-24
886,Freek'n You,Jodeci,freekn you|||jodeci,25,1,2004-06-15,2020-12-29
1069,Happy,Surface,happy|||surface,25,1,2008-02-12,2011-03-29
1400,Inside,Jacquees feat. Trey Songz,inside|||jacquees feat trey songz,25,1,2018-06-26,2023-08-01
1579,Let's Get Away,T.I.,lets get away|||t i,25,1,2004-10-05,2019-01-22
1629,Lizzo,Moone Walker,lizzo|||moone walker,25,1,2023-05-30,2023-11-14
1674,Love Online,Guy,love online|||guy,25,1,2008-02-19,2016-07-12
2056,Part Time Lover,H-Town,part time lover|||h town,25,1,2005-12-13,2006-05-30
2106,Poison,Aaliyah feat. The Weeknd,poison|||aaliyah feat the weeknd,25,1,2022-04-05,2022-09-20
2191,Real Muthaphuckkin' G's,Eazy-E,real muthaphuckkin gs|||eazy e,25,1,2013-06-11,2014-08-19
2254,Robin (Witch Hunter Robin),Taku Iwasaki,robin witch hunter robin|||taku iwasaki,25,1,2008-08-26,2010-05-11
2299,S.E.X.,Lyfe Jennings feat. La La Brown,s e x|||lyfe jennings feat la la brown,25,1,2006-07-04,2016-10-25
2355,Sex Instructor,J-Hen,sex instructor|||j hen,25,1,2013-03-05,2013-08-20
2372,Sexy Incredible,Sons of Funk,sexy incredible|||sons of funk,25,1,2021-10-12,2022-10-04
2468,Small Town,Trammell Starks,small town|||trammell starks,25,1,2008-10-21,2009-04-14
2515,Sons Reasons,Sons of Funk,sons reasons|||sons of funk,25,1,2009-02-03,2018-05-29
2678,Take You Down,Chris Brown,take you down|||chris brown,25,1,2008-02-05,2009-02-03
2709,Tennessee Whiskey,Chris Stapleton,tennessee whiskey|||chris stapleton,25,1,2020-04-21,2020-10-06
2816,Theme of Kuma-Panda,Namco,theme of kuma panda|||namco,25,1,2004-04-06,2004-09-21
2928,Tumble & Rumble,H-Town,tumble and rumble|||h town,25,1,2005-09-13,2017-12-05
3062,Wet Dreamz,J. Cole,wet dreamz|||j cole,25,1,2015-06-02,2015-11-17
9,123,Moneybagg Yo feat. Blac Youngsta,123|||moneybagg yo feat blac youngsta,24,1,2020-07-07,2024-12-31
30,235 (2:35 I Want You),Ashanti,235 2 35 i want you|||ashanti,24,1,2021-02-23,2021-08-03
48,713 Salute,Wrekless,713 salute|||wrekless,24,1,2020-04-28,2021-06-01
213,Back on Trail,Elliot Holmes,back on trail|||elliot holmes,24,1,2023-02-21,2026-04-07
219,Backseat Queenz,AMG,backseat queenz|||amg,24,1,2009-05-26,2009-11-10
338,Booker T Theme,WCW,booker t theme|||wcw,24,1,2015-09-08,2017-05-02
449,Care For U,"Cedric ""K-Ci"" Hailey",care for u|||cedric k ci hailey,24,1,2008-08-26,2010-08-17
584,Cut Her Off,K Camp feat. 2 Chainz,cut her off|||k camp feat 2 chainz,24,1,2014-08-19,2016-10-25
895,Frontin',Pharrell Williams feat. Jay-Z,frontin|||pharrell williams feat jay z,24,1,2003-07-15,2003-12-23
994,Go Shawty (It's Your Birthday),Deja The Great,go shawty its your birthday|||deja the great,24,1,2021-05-18,2021-11-02
1001,God's Plan,Drake,gods plan|||drake,24,1,2018-03-06,2019-06-11
1039,Gotta Go,Trey Songz,gotta go|||trey songz,24,1,2005-11-22,2008-05-13
1125,Hold My Hand,Michael Jackson feat. Akon,hold my hand|||michael jackson feat akon,24,1,2017-04-18,2017-10-10
1198,I Can Go Deep,Silk,i can go deep|||silk,24,1,2009-09-08,2015-08-11
1301,Ice Cold,Vanilla Ice,ice cold|||vanilla ice,24,1,2012-01-31,2022-12-20
1594,Levitate,Jynx,levitate|||jynx,24,1,2020-09-15,2021-02-23
1632,Locked Out of Heaven,Bruno Mars,locked out of heaven|||bruno mars,24,1,2022-08-09,2023-01-17
1757,Memories of the Past,Trammell Starks,memories of the past|||trammell starks,24,1,2010-02-23,2011-11-15
1799,Motownphilly,Boyz II Men,motownphilly|||boyz ii men,24,1,2017-02-28,2017-12-26
1809,Ms. Fat Booty,Mos Def,ms fat booty|||mos def,24,1,2005-03-22,2025-03-04
1856,Myself,August Alsina,myself|||august alsina,24,1,2023-05-09,2023-10-17
1947,Now or Never,BIAS,now or never|||bias,24,1,2012-03-13,2012-09-18
2031,Outside,Mo3; OG Bobby Billions,outside|||mo3 og bobby billions,24,1,2023-07-11,2024-01-09
2311,Savage (Remix),Megan Thee Stallion feat. Beyoncé,savage remix|||megan thee stallion feat beyonce,24,1,2020-05-26,2020-11-10
2534,Spend It,Babyface Ray feat. Blxst; Nija,spend it|||babyface ray feat blxst nija,24,1,2022-12-13,2023-05-30
2679,Take You There,Alpha,take you there|||alpha,24,1,2011-12-13,2013-02-26
2681,Takeover,Jay-Z,takeover|||jay z,24,1,2007-01-30,2021-05-04
2794,The Vertical Joyride,AMG,the vertical joyride|||amg,24,1,2007-04-10,2007-09-25
2838,Thinkin About You,Vedo,thinkin about you|||vedo,24,1,2025-07-29,2026-01-13
2907,Trap Queen,Fetty Wap,trap queen|||fetty wap,24,1,2015-04-07,2015-12-08
2936,Turn Yo Clic Up,Quavo feat. Future,turn yo clic up|||quavo feat future,24,1,2024-01-23,2024-07-02
3040,We Can,Jeremy Passion,we can|||jeremy passion,24,1,2016-08-02,2025-03-18
57,A.F.D.,Domino,a f d|||domino,23,1,2022-10-18,2023-03-21
254,Beautiful Lies,Nija,beautiful lies|||nija,23,1,2022-07-26,2022-12-27
343,Boots on The Ground,803Fresh,boots on the ground|||803fresh,23,1,2025-06-03,2025-11-11
455,Catching Feelings,Raheem DeVaughn feat. Attinshun,catching feelings|||raheem devaughn feat attinshun,23,1,2022-08-09,2023-01-10
495,Chicago,MudLife Roc feat. Danny Boy,chicago|||mudlife roc feat danny boy,23,1,2023-06-13,2023-11-14
581,Cum Get It,Tink,cum get it|||tink,23,1,2020-02-25,2020-07-28
782,Excited,dvsn,excited|||dvsn,23,1,2025-09-09,2026-02-24
1066,Handle Our Business,Tony Thompson,handle our business|||tony thompson,23,1,2011-09-13,2012-02-14
1274,I Wanna Be Country,Shazam Conner,i wanna be country|||shazam conner,23,1,2016-10-18,2017-03-28
1384,In the Rain,Keith Sweat,in the rain|||keith sweat,23,1,2004-06-01,2026-03-03
1464,Jumpman,Drake & Future,jumpman|||drake and future,23,1,2016-08-02,2020-10-11
1707,Made Man (Caught Up),O,made man caught up|||o,23,1,2009-07-21,2018-01-16
2048,Palm Springs,Gemaine,palm springs|||gemaine,23,1,2023-11-07,2024-04-16
2075,Pimp Juice,Nelly,pimp juice|||nelly,23,1,2003-03-25,2021-08-03
2265,Rockabye,Clean Bandit feat. Sean Paul; Anne-Marie,rockabye|||clean bandit feat sean paul anne marie,23,1,2017-11-07,2018-09-25
2585,Stomp,"God's Property feat. Kirk Franklin; Cheryl ""Salt"" James",stomp|||gods property feat kirk franklin cheryl salt james,23,1,2011-04-26,2019-09-10
2646,Sweet Wine,Collie Buddz,sweet wine|||collie buddz,23,1,2022-07-05,2022-12-06
2651,Swimming Pools (Drank),Kendrick Lamar,swimming pools drank|||kendrick lamar,23,1,2013-04-16,2013-12-31
2823,Theme of Sarah (Virtua Fighter),Mitsu Nakamura; Hashimoto Yoshi,theme of sarah virtua fighter|||mitsu nakamura hashimoto yoshi,23,1,2003-06-24,2018-04-17
2878,Together Forever,Rick Astley,together forever|||rick astley,23,1,2005-03-15,2005-08-30
2985,Versace on the Floor,Bruno Mars,versace on the floor|||bruno mars,23,1,2017-09-12,2018-05-22
3215,Young Nation,Aaliyah,young nation|||aaliyah,23,1,2008-09-16,2011-03-29
3220,Your Love,Keith Sweat,your love|||keith sweat,23,1,2018-10-09,2023-11-07
3224,Your Touch,Ralph Tresvant,your touch|||ralph tresvant,23,1,2007-05-01,2009-03-10
762,euphoria,Kendrick Lamar,euphoria|||kendrick lamar,23,1,2025-06-10,2025-11-18
1700,luther,Kendrick Lamar; SZA,luther|||kendrick lamar sza,23,1,2024-12-03,2025-05-06
43,6 Minutes (Dungeon Family It's On),Dungeon Family,6 minutes dungeon family its on|||dungeon family,22,1,2021-09-14,2022-03-15
284,Between the Sheets,The Isley Brothers,between the sheets|||the isley brothers,22,1,2004-01-13,2004-11-23
393,Burn,Usher,burn|||usher,22,1,2004-04-06,2004-12-07
468,"Champagne, Bubble Bath & Me",Shazam Conner,champagne bubble bath and me|||shazam conner,22,1,2006-12-19,2009-06-02
865,Forever,Charlotte Day Wilson feat. Snoh Aalegra,forever|||charlotte day wilson feat snoh aalegra,22,1,2024-05-07,2024-10-01
888,Fresh N Clean,Fetty Wap,fresh n clean|||fetty wap,22,1,2020-02-25,2020-07-21
1045,Greenlight,H-Town,greenlight|||h town,22,1,2014-09-09,2015-02-03
1116,High Vibration,Meaku; Fliptyce,high vibration|||meaku fliptyce,22,1,2025-11-11,2026-04-07
1264,I Sleep U I Wear U,H-Town,i sleep u i wear u|||h town,22,1,2011-06-14,2011-11-22
1346,I'm Her,Queen Naija feat. Kiana Ledé,im her|||queen naija feat kiana lede,22,1,2021-07-20,2021-12-14
1472,Just For Tonight,George Howard,just for tonight|||george howard,22,1,2013-10-08,2019-12-03
1566,Let It Go,Keyshia Cole feat. Missy Elliott; Lil' Kim,let it go|||keyshia cole feat missy elliott lil kim,22,1,2007-08-14,2019-01-22
1607,Lifestyle,Rich Gang,lifestyle|||rich gang,22,1,2016-05-17,2016-10-11
1631,Locked Down,Ginuwine,locked down|||ginuwine,22,1,2004-01-20,2024-10-08
1713,MAGIC,Vince Staples; Mustard,magic|||vince staples mustard,22,1,2024-08-13,2025-01-07
1805,Mr. Midnight,Raheem DeVaughn; The Colleagues,mr midnight|||raheem devaughn the colleagues,22,1,2020-11-17,2021-04-13
1918,No Problem,Chance the Rapper feat. 2 Chainz; Lil Wayne,no problem|||chance the rapper feat 2 chainz lil wayne,22,1,2017-02-21,2023-07-25
1993,One More Night,Phil Collins,one more night|||phil collins,22,1,2004-01-13,2018-05-08
2006,Only Human,Bobby Valentino,only human|||bobby valentino,22,1,2008-01-15,2008-07-15
2082,Play Thang,Jodeci,play thang|||jodeci,22,1,2018-09-04,2020-06-02
2115,Poppin',Chris Brown,poppin|||chris brown,22,1,2007-01-09,2023-09-26
2457,SLOW GRIND,Hi-Five; H-Town,slow grind|||hi five h town,22,1,2024-10-22,2025-04-08
2362,Sex Planet,R. Kelly,sex planet|||r kelly,22,1,2007-11-20,2008-04-15
2479,Smooth,Tha Dogg Pound,smooth|||tha dogg pound,22,1,2014-01-14,2019-11-19
2529,Special,Lizzo feat. SZA,special|||lizzo feat sza,22,1,2023-02-21,2023-07-18
2758,The Hills,The Weeknd,the hills|||the weeknd,22,1,2015-09-29,2016-10-18
2852,Thoughts of You,Changing Faces,thoughts of you|||changing faces,22,1,2015-02-24,2020-03-03
2918,Trippin',Mark Morrison,trippin|||mark morrison,22,1,2014-02-11,2015-08-11
2925,Trust,Keyshia Cole feat. Monica,trust|||keyshia cole feat monica,22,1,2009-09-15,2010-04-13
2982,Upside Down Lovin',Shazam Conner,upside down lovin|||shazam conner,22,1,2009-05-05,2018-07-17
3009,Want More,Rotimi feat. Kranium,want more|||rotimi feat kranium,22,1,2018-06-19,2018-11-13
3115,Where You At,Lil Wayne,where you at|||lil wayne,22,1,2003-11-18,2025-03-25
3211,You Made A Fool of Me,Anthony Hamilton,you made a fool of me|||anthony hamilton,22,1,2021-06-15,2021-11-09
35,2nite,Fella Fella,2nite|||fella fella,21,1,2009-06-16,2017-07-25
166,Are You That Somebody?,Aaliyah,are you that somebody|||aaliyah,21,1,2012-11-06,2018-12-04
265,Bedroom,Jade,bedroom|||jade,21,1,2013-09-17,2015-11-03
279,Best Part of You,Jake&Papa,best part of you|||jake and papa,21,1,2022-08-30,2023-01-17
313,Blasphemy,Adina Howard feat. King Gas,blasphemy|||adina howard feat king gas,21,1,2022-04-05,2022-08-23
540,Come Over,Bobby V feat. King Kanja,come over|||bobby v feat king kanja,21,1,2023-02-28,2023-07-18
589,Damaged,Bobby Brown,damaged|||bobby brown,21,1,2013-09-17,2018-07-31
653,Do What I Gotta Do,Donell Jones,do what i gotta do|||donell jones,21,1,2004-07-13,2021-07-13
750,En Tu Deep (Sticky Situation),Nuttin' Nyce,en tu deep sticky situation|||nuttin nyce,21,1,2014-04-22,2014-09-09
759,Erica Kane,Aaliyah,erica kane|||aaliyah,21,1,2003-03-18,2022-11-22
845,Flyin' High,Yulara,flyin high|||yulara,21,1,2005-08-30,2006-06-27
962,Ghetto Love,Jaheim,ghetto love|||jaheim,21,1,2006-02-28,2019-11-19
1060,Gut Feeling,Ella Mai feat. H.E.R.,gut feeling|||ella mai feat h e r,21,1,2018-10-16,2019-04-30
1090,Heaven,Tweet,heaven|||tweet,21,1,2003-08-19,2004-01-06
1145,Horny for Your Love,Adina Howard,horny for your love|||adina howard,21,1,2006-12-05,2007-04-24
1146,"Hostile Gospel, Pt. 2 (Deliver Me)",Talib Kweli feat. Sizzla,hostile gospel pt 2 deliver me|||talib kweli feat sizzla,21,1,2008-03-04,2008-07-22
1179,How,Ella Mai feat. Roddy Ricch,how|||ella mai feat roddy ricch,21,1,2022-05-24,2022-10-11
1163,How Dat Sound,Trey Songz feat. 2 Chainz; Yo Gotti,how dat sound|||trey songz feat 2 chainz yo gotti,21,1,2019-01-08,2019-05-28
1248,I Luv This S**t,August Alsina feat. Trinidad James,i luv this s t|||august alsina feat trinidad james,21,1,2014-03-25,2014-08-12
1263,I Should Have Cheated,Keyshia Cole,i should have cheated|||keyshia cole,21,1,2010-08-24,2011-01-11
1276,I Wanna Be With U,Sista,i wanna be with u|||sista,21,1,2008-05-13,2008-09-30
1329,I'll Be Damned If I Apologize,"Adina Howard feat. Cedric ""K-Ci"" Hailey",ill be damned if i apologize|||adina howard feat cedric k ci hailey,21,1,2011-03-01,2013-01-08
1363,I'm Waiting For You,Jackiem Joyner,im waiting for you|||jackiem joyner,21,1,2016-01-12,2023-11-28
1403,Int'l Players Anthem (I Choose You),UGK feat. OutKast,intl players anthem i choose you|||ugk feat outkast,21,1,2007-11-06,2014-06-10
1610,Lift Off,Shun Ward,lift off|||shun ward,21,1,2011-11-22,2012-04-17
1725,Make Love 2 Me,Lorenzo Smith,make love 2 me|||lorenzo smith,21,1,2014-07-15,2019-11-19
1786,Mona Lisa,Verse Simmonds feat. K CAMP,mona lisa|||verse simmonds feat k camp,21,1,2015-10-27,2019-01-01
1791,Moon Lit District,LVNDVN,moon lit district|||lvndvn,21,1,2017-11-07,2018-03-27
1803,Movies,Ashanti,movies|||ashanti,21,1,2003-03-18,2024-10-29
1990,One Love,Whodini,one love|||whodini,21,1,2025-02-11,2025-07-01
2273,Roll Up,Wiz Khalifa,roll up|||wiz khalifa,21,1,2011-04-26,2017-05-30
2394,Shhh,Tevin Campbell,shhh|||tevin campbell,21,1,2007-01-30,2007-07-03
2420,Sick,Jeremih feat. 4batz,sick|||jeremih feat 4batz,21,1,2024-10-29,2025-03-18
2616,Sugar Baby,Megan Thee Stallion,sugar baby|||megan thee stallion,21,1,2021-02-02,2021-06-22
2617,Sugar Free,Juicy,sugar free|||juicy,21,1,2007-07-24,2007-12-25
2628,Summertime,The Jazz Masters,summertime|||the jazz masters,21,1,2010-12-28,2014-04-01
2696,Teddy's Jam 2,Guy,teddys jam 2|||guy,21,1,2018-11-20,2021-09-07
2742,The Box,Roddy Ricch,the box|||roddy ricch,21,1,2020-07-21,2020-12-15
2831,There U Go (Boomerang),Johnny Gill,there u go boomerang|||johnny gill,21,1,2013-05-14,2013-11-19
2858,Throw Some D's (Remix),Rich Boy feat. Andre 3000; Jim Jones; Murphy Lee; Nelly; The Game,throw some ds remix|||rich boy feat andre 3000 jim jones murphy lee nelly the game,21,1,2007-06-05,2008-01-15
2864,Tic Tok,Lorenzo Smith,tic tok|||lorenzo smith,21,1,2014-08-26,2022-04-12
2997,Waiting For You,Rexx Life Raj feat. Russ,waiting for you|||rexx life raj feat russ,21,1,2018-04-17,2018-09-04
3066,Wetter (Get It Wet Part 2),Twista,wetter get it wet part 2|||twista,21,1,2009-02-24,2010-06-29
3098,What's Poppin,Jack Harlow,whats poppin|||jack harlow,21,1,2020-06-02,2020-10-20
3112,Where I Wanna Be,Shade Sheist feat. Nate Dogg; Kurupt,where i wanna be|||shade sheist feat nate dogg kurupt,21,1,2011-04-26,2011-10-11
3132,Why I Love You So Much,Monica,why i love you so much|||monica,21,1,2023-07-11,2023-11-28
3203,You Gotta Believe,Mary J. Blige,you gotta believe|||mary j blige,21,1,2006-09-05,2009-03-17
61,A Little Jazz,Trammell Starks,a little jazz|||trammell starks,20,1,2007-09-11,2018-08-14
188,B**** Betta Have My Money,AMG,b betta have my money|||amg,20,1,2007-04-10,2008-05-27
212,Back End,Finesse2tymes,back end|||finesse2tymes,20,1,2023-01-03,2023-05-16
232,Bad,Michael Jackson,bad|||michael jackson,20,1,2017-03-14,2017-08-08
288,Big Decisions,Morray,big decisions|||morray,20,1,2021-08-24,2022-01-04
412,Call on Me,Lehla Samia,call on me|||lehla samia,20,1,2022-10-25,2023-03-07
502,Choosey Lover,The Bar-Kays feat. Jazze Pha,choosey lover|||the bar kays feat jazze pha,20,1,2022-11-08,2023-12-05
545,Come With Me,Keith Sweat feat. Ronald Isley,come with me|||keith sweat feat ronald isley,20,1,2003-11-11,2026-02-17
594,Dance With Me (Tsukuyomi Moon Phase),Various Artists,dance with me tsukuyomi moon phase|||various artists,20,1,2008-07-15,2008-12-30
643,Disappear,The Isley Brothers,disappear|||the isley brothers,20,1,2022-10-11,2023-02-21
647,Do It ('Til You're Satisfied),B.T. Express,do it til youre satisfied|||b t express,20,1,2013-11-05,2023-06-13
675,Doin' My Job,T.I.,doin my job|||t i,20,1,2003-10-21,2005-04-12
907,Funk on Ah Roll (S-Class Mix),James Brown,funk on ah roll s class mix|||james brown,20,1,2005-05-17,2014-09-16
952,Get Up on It,Keith Sweat feat. Kut Klose,get up on it|||keith sweat feat kut klose,20,1,2003-03-18,2003-09-16
957,Getcho Mans,Rich Brian feat. Warren Hue,getcho mans|||rich brian feat warren hue,20,1,2022-02-01,2022-06-14
1013,Good Love,11:11,good love|||11 11,20,1,2019-09-17,2020-01-28
1017,Good Luv,Jodeci,good luv|||jodeci,20,1,2003-05-27,2018-09-11
1041,Grand Finale,Nas; DMX; Method Man; Ja Rule,grand finale|||nas dmx method man ja rule,20,1,2013-06-04,2013-10-15
1174,How Many Ways,"Keith Sweat feat. Cedric ""K-Ci"" Hailey",how many ways|||keith sweat feat cedric k ci hailey,20,1,2018-10-30,2019-03-12
1205,I Don't Fuck With You,Big Sean feat. E-40,i dont fuck with you|||big sean feat e 40,20,1,2024-12-03,2025-04-15
1218,I Get Around,2Pac,i get around|||2pac,20,1,2006-02-07,2007-09-18
1271,I Think They Like Me (Remix),Dem Franchize Boyz feat. Jermaine Dupri; Da Brat; Bow Wow,i think they like me remix|||dem franchize boyz feat jermaine dupri da brat bow wow,20,1,2005-11-15,2018-12-18
1297,I Will Always Love You,Troop,i will always love you|||troop,20,1,2022-04-26,2022-11-08
1333,I'll Bee Dat,Redman,ill bee dat|||redman,20,1,2005-02-08,2024-01-30
1411,It Depends (The Remix),Chris Brown feat. Bryson Tiller; USHER,it depends the remix|||chris brown feat bryson tiller usher,20,1,2025-11-18,2026-04-07
1412,It Gets Better,Keith Sweat,it gets better|||keith sweat,20,1,2003-03-18,2009-04-07
1437,It's Real,Lyfe Jennings,its real|||lyfe jennings,20,1,2008-08-26,2009-01-27
1475,Just In Case,Jaheim,just in case|||jaheim,20,1,2018-07-17,2020-04-07
1483,Just Ride,Danny Boy feat. JoJo; DeVante Swing,just ride|||danny boy feat jojo devante swing,20,1,2013-05-28,2019-10-08
1645,Looking For The Juice,idontknowjeffery; Eddy Baker; Xavier Wulf,looking for the juice|||idontknowjeffery eddy baker xavier wulf,20,1,2025-10-21,2026-03-03
1658,"Love In this Club, Pt. 2",Usher feat. Beyoncè; Lil Wayne,love in this club pt 2|||usher feat beyonce lil wayne,20,1,2008-09-09,2009-02-03
1685,Love Will Find A Way,Christina Aguilera,love will find a way|||christina aguilera,20,1,2003-06-10,2003-11-18
1844,My Place,Nelly feat. Jaheim,my place|||nelly feat jaheim,20,1,2004-08-10,2004-12-21
1853,My Way,Fetty Wap feat. Monty,my way|||fetty wap feat monty,20,1,2015-08-04,2019-08-27
1898,No Drama,Tinashe feat. Offset,no drama|||tinashe feat offset,20,1,2018-01-23,2018-11-27
1907,No Longer Friends,Bryson Tiller,no longer friends|||bryson tiller,20,1,2017-06-27,2017-11-07
1915,No One Else,Mary J. Blige,no one else|||mary j blige,20,1,2010-08-24,2024-02-06
1978,On My Own (Alone) (Bloodsport),Stan Bush,on my own alone bloodsport|||stan bush,20,1,2015-01-20,2019-05-21
2002,One Wish,Ray J,one wish|||ray j,20,1,2005-10-04,2006-02-14
2204,Red Gold and Green,Kabaka Pyramid; Damian Marley,red gold and green|||kabaka pyramid damian marley,20,1,2024-04-16,2024-08-27
2282,Royals,Lorde,royals|||lorde,20,1,2013-12-10,2014-04-22
2360,Sex Never Felt Better,TGT,sex never felt better|||tgt,20,1,2013-10-01,2014-02-11
2363,Sex Room,Ludacris feat. Trey Songz,sex room|||ludacris feat trey songz,20,1,2010-09-28,2011-02-08
2458,Slow It Down,Tiana Kocher feat. Bobby V,slow it down|||tiana kocher feat bobby v,20,1,2023-04-25,2024-01-09
2528,Special Occasion,Raheem DeVaughn; The Colleagues,special occasion|||raheem devaughn the colleagues,20,1,2020-12-15,2021-04-27
2582,Stingy,Ginuwine,stingy|||ginuwine,20,1,2003-12-09,2005-09-13
2704,Temperature's Rising,Raheem DeVaughn,temperatures rising|||raheem devaughn,20,1,2017-02-28,2017-07-11
2799,The Wet Phaze,Physical Therapy,the wet phaze|||physical therapy,20,1,2015-02-03,2015-06-16
2851,Those Things,Jodeci,those things|||jodeci,20,1,2015-03-31,2019-04-09
2862,Thundersnow!,The Gregory Brothers,thundersnow|||the gregory brothers,20,1,2015-04-07,2021-04-27
2902,Touchy Feely,Ro James,touchy feely|||ro james,20,1,2020-04-14,2020-08-25
2930,Turn It Up,Raja-Nee,turn it up|||raja nee,20,1,2013-01-22,2020-04-14
2971,Unholy,Sam Smith feat. Kim Petras,unholy|||sam smith feat kim petras,20,1,2023-02-21,2023-07-04
2983,Use Somebody,dvsn,use somebody|||dvsn,20,1,2021-03-02,2024-04-16
69,A Very Special Place,Torcuato Mariano,a very special place|||torcuato mariano,19,1,2007-10-02,2018-01-30
115,All I See Is You,Meaku,all i see is you|||meaku,19,1,2016-02-02,2016-06-07
223,Bad Habits,Usher,bad habits|||usher,19,1,2020-09-22,2021-01-26
243,Be Easy,T.I.,be easy|||t i,19,1,2003-11-04,2004-05-25
282,Better Love,Keith Sweat,better love|||keith sweat,19,1,2017-02-28,2017-07-04
326,Body Bumpin' (Yippie-Yi-Yo),Public Announcement,body bumpin yippie yi yo|||public announcement,19,1,2006-12-12,2024-01-16
335,Boo Thang,Verse Simmonds feat. Ashlee Chanel,boo thang|||verse simmonds feat ashlee chanel,19,1,2011-09-20,2012-03-27
357,Brand New,Sista,brand new|||sista,19,1,2006-08-01,2009-03-17
405,Bye Baby,Nas feat. Aaron Hall,bye baby|||nas feat aaron hall,19,1,2012-12-11,2013-04-16
473,Champion,Fireboy DML feat. D Smoke,champion|||fireboy dml feat d smoke,19,1,2020-10-13,2021-02-16
487,Checkin For You,Jodeci,checkin for you|||jodeci,19,1,2015-03-10,2015-07-14
529,Come Closer,Changing Faces,come closer|||changing faces,19,1,2015-01-13,2015-06-09
604,Day Dreams,Raphael Saadiq,day dreams|||raphael saadiq,19,1,2020-02-25,2020-06-30
607,Dazzey Duks,Duice,dazzey duks|||duice,19,1,2015-06-23,2016-01-26
662,Document 79,Scru Face Jean,document 79|||scru face jean,19,1,2025-09-02,2026-03-17
669,Dog Me Out,Guy,dog me out|||guy,19,1,2017-11-28,2018-04-03
941,Get Like Me,David Banner feat. Chris Brown; Jim Jones,get like me|||david banner feat chris brown jim jones,19,1,2008-09-09,2009-01-13
1012,Good Life,Kanye West feat. T-Pain,good life|||kanye west feat t pain,19,1,2007-12-18,2008-05-06
1019,Good Morning Gorgeous,Mary J. Blige,good morning gorgeous|||mary j blige,19,1,2022-01-18,2022-05-24
1034,Got Some Teeth,Obie Trice,got some teeth|||obie trice,19,1,2004-01-20,2019-06-04
1262,I See Fire,Ed Sheeran,i see fire|||ed sheeran,19,1,2015-12-29,2017-08-01
1334,I'll Call Before I Come,OutKast feat. Gangsta Boo; Eco,ill call before i come|||outkast feat gangsta boo eco,19,1,2012-04-10,2012-12-18
1359,I'm Still Waiting,Johnny Gill,im still waiting|||johnny gill,19,1,2007-09-04,2008-01-29
1427,It's Alright,Scott Schreer; Reed Hays,its alright|||scott schreer reed hays,19,1,2009-12-15,2010-05-04
1556,Leak It,Ari Lennox feat. Chlöe,leak it|||ari lennox feat chloe,19,1,2023-01-24,2023-05-30
1595,Lick Between Ya Thighs,Soulistic,lick between ya thighs|||soulistic,19,1,2012-08-07,2012-12-25
1634,Lonely,Akon,lonely|||akon,19,1,2005-04-12,2005-11-15
1766,Midnight Cruise,Trammell Starks,midnight cruise|||trammell starks,19,1,2009-05-26,2010-11-02
1858,N Dey Say,Nelly,n dey say|||nelly,19,1,2004-11-02,2005-03-22
1860,N95,Kendrick Lamar,n95|||kendrick lamar,19,1,2022-06-14,2022-10-18
1917,No Pigeons,Sporty Thievz,no pigeons|||sporty thievz,19,1,2010-08-17,2018-05-15
2009,Only One U,Fantasia,only one u|||fantasia,19,1,2007-09-11,2013-02-26
2049,Panda,Desiigner,panda|||desiigner,19,1,2016-05-10,2016-10-25
